rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
8659,PAY_05604,3650.11,other,Other failure,Escalate for review,0.0725,264.63,25.0,239.63,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8660,PAY_07650,380.0,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6354,241.45,2.0,239.45,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8661,PAY_09192,350.24,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6892,241.39,2.0,239.39,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8662,PAY_07092,463.67,checkout_abandon,Checkout abandonment,Send payment link,0.518,240.18,1.0,239.18,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8663,PAY_05074,1894.5,card_expired,Card expired,Request payment method update,0.1394,264.09,25.0,239.09,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8664,PAY_00108,1781.15,other,Other failure,Escalate for review,0.1482,263.97,25.0,238.97,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8665,PAY_08357,281.38,gateway_timeout,Gateway timeout,Retry immediately,0.8561,240.89,2.0,238.89,retry_now,retry_now,True,['All safety checks passed']
8666,PAY_04745,2071.54,other,Other failure,Escalate for review,0.1273,263.71,25.0,238.71,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8667,PAY_07215,964.4,checkout_abandon,Checkout abandonment,Send payment link,0.2485,239.65,1.0,238.65,send_payment_link,send_payment_link,True,['All safety checks passed']
8668,PAY_06976,386.44,mandate_expired,Mandate expired,Send re-authorization link,0.6197,239.48,1.0,238.48,send_payment_link,send_payment_link,True,['All safety checks passed']
8669,PAY_08773,2040.58,other,Other failure,Escalate for review,0.1291,263.44,25.0,238.44,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8670,PAY_02387,500.32,mandate_expired,Mandate expired,Send re-authorization link,0.477,238.65,1.0,237.65,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8671,PAY_01193,1934.09,card_expired,Card expired,Request payment method update,0.1356,262.26,25.0,237.26,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8672,PAY_05133,2532.85,card_expired,Card expired,Request payment method update,0.1035,262.15,25.0,237.15,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8673,PAY_00317,2672.02,other,Other failure,Escalate for review,0.0981,262.13,25.0,237.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8674,PAY_08732,2443.29,other,Other failure,Escalate for review,0.1072,261.92,25.0,236.92,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8675,PAY_01183,1123.08,card_expired,Card expired,Request payment method update,0.2331,261.79,25.0,236.79,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8676,PAY_07308,407.19,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5864,238.78,2.0,236.78,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8677,PAY_02599,368.8,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6471,238.65,2.0,236.65,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8678,PAY_02335,1529.21,other,Other failure,Escalate for review,0.171,261.49,25.0,236.49,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8679,PAY_04432,477.55,checkout_abandon,Checkout abandonment,Send payment link,0.497,237.34,1.0,236.34,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8680,PAY_02327,271.67,gateway_timeout,Gateway timeout,Retry immediately,0.8767,238.17,2.0,236.17,retry_now,retry_now,True,['All safety checks passed']
8681,PAY_00378,337.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7064,238.16,2.0,236.16,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8682,PAY_08658,524.13,checkout_abandon,Checkout abandonment,Send payment link,0.4523,237.06,1.0,236.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8683,PAY_07932,486.11,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4897,238.05,2.0,236.05,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8684,PAY_05159,1339.33,card_expired,Card expired,Request payment method update,0.1949,261.04,25.0,236.04,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8685,PAY_00876,352.64,gateway_timeout,Gateway timeout,Retry immediately,0.6749,238.0,2.0,236.0,retry_now,retry_now,True,['All safety checks passed']
8686,PAY_09876,416.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5714,237.85,2.0,235.85,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8687,PAY_01890,4302.3,other,Other failure,Escalate for review,0.0606,260.72,25.0,235.72,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8688,PAY_00594,479.28,checkout_abandon,Checkout abandonment,Send payment link,0.4934,236.48,1.0,235.48,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8689,PAY_08421,3334.31,other,Other failure,Escalate for review,0.0781,260.41,25.0,235.41,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8690,PAY_07652,541.67,checkout_abandon,Checkout abandonment,Send payment link,0.4364,236.38,1.0,235.38,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8691,PAY_03675,641.0,checkout_abandon,Checkout abandonment,Send payment link,0.3687,236.34,1.0,235.34,send_payment_link,send_payment_link,True,['All safety checks passed']
8692,PAY_09329,388.3,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6112,237.33,2.0,235.33,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8693,PAY_06628,1945.6,other,Other failure,Escalate for review,0.1338,260.32,25.0,235.32,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8694,PAY_03278,303.11,gateway_timeout,Gateway timeout,Retry immediately,0.7826,237.21,2.0,235.21,retry_now,retry_now,True,['All safety checks passed']
8695,PAY_06773,2575.49,card_expired,Card expired,Request payment method update,0.101,260.12,25.0,235.12,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8696,PAY_07905,1189.31,checkout_abandon,Checkout abandonment,Send payment link,0.1983,235.84,1.0,234.84,send_payment_link,send_payment_link,True,['All safety checks passed']
8697,PAY_03541,2984.22,other,Other failure,Escalate for review,0.0869,259.33,25.0,234.33,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8698,PAY_02368,1696.39,other,Other failure,Escalate for review,0.1527,259.04,25.0,234.04,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8699,PAY_07219,2296.06,other,Other failure,Escalate for review,0.1128,259.0,25.0,234.0,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8700,PAY_03729,3314.74,other,Other failure,Escalate for review,0.0781,258.88,25.0,233.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8701,PAY_00116,1472.26,card_expired,Card expired,Request payment method update,0.1758,258.82,25.0,233.82,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8702,PAY_05172,2280.17,other,Other failure,Escalate for review,0.1135,258.8,25.0,233.8,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8703,PAY_01904,2195.18,card_expired,Card expired,Request payment method update,0.1178,258.59,25.0,233.59,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8704,PAY_09294,487.22,mandate_expired,Mandate expired,Send re-authorization link,0.4812,234.45,1.0,233.45,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8705,PAY_00243,431.09,checkout_abandon,Checkout abandonment,Send payment link,0.5428,234.0,1.0,233.0,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8706,PAY_08418,2091.94,card_expired,Card expired,Request payment method update,0.1233,257.94,25.0,232.94,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8707,PAY_05836,345.63,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6788,234.61,2.0,232.61,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8708,PAY_04808,1365.69,card_expired,Card expired,Request payment method update,0.1885,257.43,25.0,232.43,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8709,PAY_00711,2466.11,other,Other failure,Escalate for review,0.1043,257.22,25.0,232.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8710,PAY_04788,2529.96,other,Other failure,Escalate for review,0.1016,257.04,25.0,232.04,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8711,PAY_05344,332.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7034,233.68,2.0,231.68,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8712,PAY_09383,3285.93,other,Other failure,Escalate for review,0.0781,256.63,25.0,231.63,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8713,PAY_05069,1270.36,card_expired,Card expired,Request payment method update,0.202,256.61,25.0,231.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8714,PAY_01909,1562.76,card_expired,Card expired,Request payment method update,0.1642,256.61,25.0,231.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8715,PAY_03528,665.45,checkout_abandon,Checkout abandonment,Send payment link,0.3495,232.57,1.0,231.57,send_payment_link,send_payment_link,True,['All safety checks passed']
8716,PAY_00595,694.35,checkout_abandon,Checkout abandonment,Send payment link,0.3348,232.47,1.0,231.47,send_payment_link,send_payment_link,True,['All safety checks passed']
8717,PAY_04358,1739.64,other,Other failure,Escalate for review,0.1472,256.08,25.0,231.08,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8718,PAY_04861,506.79,checkout_abandon,Checkout abandonment,Send payment link,0.4576,231.91,1.0,230.91,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8719,PAY_07734,947.83,checkout_abandon,Checkout abandonment,Send payment link,0.2444,231.65,1.0,230.65,send_payment_link,send_payment_link,True,['All safety checks passed']
8720,PAY_09089,454.72,checkout_abandon,Checkout abandonment,Send payment link,0.5094,231.63,1.0,230.63,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8721,PAY_02074,1924.62,card_expired,Card expired,Request payment method update,0.1328,255.59,25.0,230.59,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8722,PAY_07507,397.85,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5844,232.5,2.0,230.5,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8723,PAY_02383,539.79,checkout_abandon,Checkout abandonment,Send payment link,0.4284,231.25,1.0,230.25,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8724,PAY_04278,1967.56,other,Other failure,Escalate for review,0.1297,255.19,25.0,230.19,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8725,PAY_03020,323.54,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7174,232.11,2.0,230.11,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8726,PAY_06532,1841.35,other,Other failure,Escalate for review,0.1384,254.84,25.0,229.84,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8727,PAY_03965,1967.61,other,Other failure,Escalate for review,0.1295,254.81,25.0,229.81,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8728,PAY_00526,1606.01,other,Other failure,Escalate for review,0.1586,254.71,25.0,229.71,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8729,PAY_02037,1574.18,card_expired,Card expired,Request payment method update,0.1617,254.54,25.0,229.54,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8730,PAY_07068,287.14,gateway_timeout,Gateway timeout,Retry immediately,0.8058,231.38,2.0,229.38,retry_now,retry_now,True,['All safety checks passed']
8731,PAY_09794,418.72,insufficient_funds,Insufficient funds,Retry after 24 hours,0.552,231.13,2.0,229.13,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8732,PAY_01920,577.01,checkout_abandon,Checkout abandonment,Send payment link,0.3985,229.94,1.0,228.94,send_payment_link,send_payment_link,True,['All safety checks passed']
8733,PAY_02465,1238.05,card_expired,Card expired,Request payment method update,0.2049,253.68,25.0,228.68,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8734,PAY_06187,3143.93,other,Other failure,Escalate for review,0.0806,253.4,25.0,228.4,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8735,PAY_05382,1282.92,card_expired,Card expired,Request payment method update,0.1971,252.86,25.0,227.86,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8736,PAY_08615,2750.8,other,Other failure,Escalate for review,0.0919,252.8,25.0,227.8,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8737,PAY_01538,462.52,checkout_abandon,Checkout abandonment,Send payment link,0.4944,228.67,1.0,227.67,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8738,PAY_04687,692.91,checkout_abandon,Checkout abandonment,Send payment link,0.33,228.66,1.0,227.66,send_payment_link,send_payment_link,True,['All safety checks passed']
8739,PAY_05139,1397.9,other,Other failure,Escalate for review,0.1805,252.32,25.0,227.32,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8740,PAY_05457,390.73,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5861,229.01,2.0,227.01,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8741,PAY_04116,1360.07,card_expired,Card expired,Request payment method update,0.1852,251.88,25.0,226.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8742,PAY_09406,410.43,mandate_expired,Mandate expired,Send re-authorization link,0.5551,227.83,1.0,226.83,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8743,PAY_00259,2186.86,other,Other failure,Escalate for review,0.1151,251.71,25.0,226.71,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8744,PAY_09243,381.9,mandate_expired,Mandate expired,Send re-authorization link,0.5959,227.57,1.0,226.57,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8745,PAY_03496,2397.66,other,Other failure,Escalate for review,0.1049,251.51,25.0,226.51,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8746,PAY_04958,298.58,gateway_timeout,Gateway timeout,Retry immediately,0.7653,228.5,2.0,226.5,retry_now,retry_now,True,['All safety checks passed']
8747,PAY_02126,3032.76,other,Other failure,Escalate for review,0.0829,251.42,25.0,226.42,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8748,PAY_06660,408.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5571,227.83,2.0,225.83,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8749,PAY_04822,1276.31,card_expired,Card expired,Request payment method update,0.1963,250.54,25.0,225.54,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8750,PAY_07916,1550.12,card_expired,Card expired,Request payment method update,0.1616,250.5,25.0,225.5,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8751,PAY_04917,443.62,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5123,227.27,2.0,225.27,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8752,PAY_07961,279.08,gateway_timeout,Gateway timeout,Retry immediately,0.8133,226.98,2.0,224.98,retry_now,retry_now,True,['All safety checks passed']
8753,PAY_00812,1402.7,card_expired,Card expired,Request payment method update,0.1782,249.96,25.0,224.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8754,PAY_02546,1535.99,card_expired,Card expired,Request payment method update,0.1627,249.91,25.0,224.91,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8755,PAY_00824,301.08,gateway_timeout,Gateway timeout,Retry immediately,0.7524,226.53,2.0,224.53,retry_now,retry_now,True,['All safety checks passed']
8756,PAY_01244,1470.08,card_expired,Card expired,Request payment method update,0.1696,249.33,25.0,224.33,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8757,PAY_02363,1757.73,other,Other failure,Escalate for review,0.1418,249.25,25.0,224.25,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8758,PAY_06531,1869.79,other,Other failure,Escalate for review,0.1332,249.06,25.0,224.06,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8759,PAY_09559,1650.79,other,Other failure,Escalate for review,0.1506,248.61,25.0,223.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8760,PAY_08873,382.65,mandate_expired,Mandate expired,Send re-authorization link,0.5869,224.58,1.0,223.58,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8761,PAY_03669,441.27,mandate_expired,Mandate expired,Send re-authorization link,0.5086,224.43,1.0,223.43,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8762,PAY_06037,1846.63,other,Other failure,Escalate for review,0.1344,248.19,25.0,223.19,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8763,PAY_03007,347.36,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6481,225.12,2.0,223.12,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8764,PAY_03366,693.81,checkout_abandon,Checkout abandonment,Send payment link,0.323,224.1,1.0,223.1,send_payment_link,send_payment_link,True,['All safety checks passed']
8765,PAY_02690,370.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6077,225.03,2.0,223.03,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8766,PAY_01282,285.27,gateway_timeout,Gateway timeout,Retry immediately,0.7885,224.94,2.0,222.94,retry_now,retry_now,True,['All safety checks passed']
8767,PAY_03755,1991.46,card_expired,Card expired,Request payment method update,0.124,246.94,25.0,221.94,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8768,PAY_04305,2525.75,other,Other failure,Escalate for review,0.0974,246.01,25.0,221.01,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8769,PAY_02603,2289.78,other,Other failure,Escalate for review,0.1074,245.92,25.0,220.92,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8770,PAY_06264,1307.18,card_expired,Card expired,Request payment method update,0.1879,245.62,25.0,220.62,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8771,PAY_01250,525.66,mandate_expired,Mandate expired,Send re-authorization link,0.4213,221.46,1.0,220.46,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8772,PAY_00740,264.22,gateway_timeout,Gateway timeout,Retry immediately,0.8415,222.34,2.0,220.34,retry_now,retry_now,True,['All safety checks passed']
8773,PAY_04876,1603.17,card_expired,Card expired,Request payment method update,0.1529,245.12,25.0,220.12,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8774,PAY_09116,1044.18,card_expired,Card expired,Request payment method update,0.2346,244.96,25.0,219.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8775,PAY_05652,598.12,checkout_abandon,Checkout abandonment,Send payment link,0.3691,220.77,1.0,219.77,send_payment_link,send_payment_link,True,['All safety checks passed']
8776,PAY_06793,3567.92,other,Other failure,Escalate for review,0.0686,244.76,25.0,219.76,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8777,PAY_06966,3375.64,other,Other failure,Escalate for review,0.0725,244.73,25.0,219.73,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8778,PAY_05903,2125.82,other,Other failure,Escalate for review,0.1151,244.68,25.0,219.68,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8779,PAY_03381,3133.5,other,Other failure,Escalate for review,0.0779,244.1,25.0,219.1,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8780,PAY_07706,1659.04,card_expired,Card expired,Request payment method update,0.1471,244.04,25.0,219.04,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8781,PAY_01331,382.24,insufficient_funds,Insufficient funds,Retry after 24 hours,0.578,220.93,2.0,218.93,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8782,PAY_01811,354.69,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6228,220.9,2.0,218.9,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8783,PAY_07886,571.27,mandate_expired,Mandate expired,Send re-authorization link,0.3849,219.88,1.0,218.88,send_payment_link,send_payment_link,True,['All safety checks passed']
8784,PAY_07791,1585.42,card_expired,Card expired,Request payment method update,0.1538,243.84,25.0,218.84,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8785,PAY_06637,1812.38,other,Other failure,Escalate for review,0.1342,243.22,25.0,218.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8786,PAY_01205,1304.38,card_expired,Card expired,Request payment method update,0.1864,243.14,25.0,218.14,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8787,PAY_05149,2505.38,other,Other failure,Escalate for review,0.0969,242.77,25.0,217.77,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8788,PAY_04734,265.96,gateway_timeout,Gateway timeout,Retry immediately,0.8263,219.76,2.0,217.76,retry_now,retry_now,True,['All safety checks passed']
8789,PAY_09291,1258.84,card_expired,Card expired,Request payment method update,0.1928,242.7,25.0,217.7,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8790,PAY_04830,377.74,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5809,219.43,2.0,217.43,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8791,PAY_04991,525.15,checkout_abandon,Checkout abandonment,Send payment link,0.4157,218.3,1.0,217.3,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8792,PAY_08829,420.64,checkout_abandon,Checkout abandonment,Send payment link,0.5187,218.19,1.0,217.19,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8793,PAY_04648,1163.22,card_expired,Card expired,Request payment method update,0.2082,242.18,25.0,217.18,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8794,PAY_00951,446.12,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4912,219.13,2.0,217.13,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8795,PAY_04070,272.81,gateway_timeout,Gateway timeout,Retry immediately,0.8024,218.9,2.0,216.9,retry_now,retry_now,True,['All safety checks passed']
8796,PAY_09232,2820.75,other,Other failure,Escalate for review,0.0857,241.74,25.0,216.74,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8797,PAY_09720,2633.48,other,Other failure,Escalate for review,0.0917,241.49,25.0,216.49,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8798,PAY_00286,1560.12,other,Other failure,Escalate for review,0.1545,241.04,25.0,216.04,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8799,PAY_08202,455.62,checkout_abandon,Checkout abandonment,Send payment link,0.4762,216.97,1.0,215.97,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8800,PAY_08160,2050.15,other,Other failure,Escalate for review,0.1175,240.89,25.0,215.89,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8801,PAY_01213,2075.77,card_expired,Card expired,Request payment method update,0.116,240.79,25.0,215.79,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8802,PAY_05993,3187.73,other,Other failure,Escalate for review,0.0755,240.67,25.0,215.67,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8803,PAY_00287,3254.4,other,Other failure,Escalate for review,0.0739,240.5,25.0,215.5,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8804,PAY_00859,360.35,mandate_expired,Mandate expired,Send re-authorization link,0.6001,216.25,1.0,215.25,send_payment_link,send_payment_link,True,['All safety checks passed']
8805,PAY_06225,2560.38,other,Other failure,Escalate for review,0.0938,240.16,25.0,215.16,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8806,PAY_06442,2956.31,other,Other failure,Escalate for review,0.0812,240.05,25.0,215.05,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8807,PAY_02269,394.54,insufficient_funds,Insufficient funds,Retry after 24 hours,0.55,217.0,2.0,215.0,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8808,PAY_09807,1703.63,other,Other failure,Escalate for review,0.1408,239.87,25.0,214.87,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8809,PAY_06724,618.42,checkout_abandon,Checkout abandonment,Send payment link,0.349,215.83,1.0,214.83,send_payment_link,send_payment_link,True,['All safety checks passed']
8810,PAY_05392,602.72,checkout_abandon,Checkout abandonment,Send payment link,0.357,215.17,1.0,214.17,send_payment_link,send_payment_link,True,['All safety checks passed']
8811,PAY_02569,409.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.528,216.11,2.0,214.11,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8812,PAY_02145,1217.51,card_expired,Card expired,Request payment method update,0.1962,238.88,25.0,213.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8813,PAY_04834,1110.37,card_expired,Card expired,Request payment method update,0.2151,238.84,25.0,213.84,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8814,PAY_04812,1698.26,other,Other failure,Escalate for review,0.1405,238.61,25.0,213.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8815,PAY_00050,2674.79,other,Other failure,Escalate for review,0.0892,238.59,25.0,213.59,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8816,PAY_02102,450.14,checkout_abandon,Checkout abandonment,Send payment link,0.4762,214.36,1.0,213.36,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8817,PAY_03803,2004.98,other,Other failure,Escalate for review,0.1187,237.99,25.0,212.99,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8818,PAY_04348,262.14,gateway_timeout,Gateway timeout,Retry immediately,0.8189,214.67,2.0,212.67,retry_now,retry_now,True,['All safety checks passed']
8819,PAY_06382,1021.77,card_expired,Card expired,Request payment method update,0.2326,237.66,25.0,212.66,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8820,PAY_09270,2404.96,other,Other failure,Escalate for review,0.0986,237.13,25.0,212.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8821,PAY_04179,306.17,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6987,213.92,2.0,211.92,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8822,PAY_06509,1308.08,other,Other failure,Escalate for review,0.1811,236.89,25.0,211.89,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8823,PAY_09770,380.21,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5624,213.83,2.0,211.83,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8824,PAY_03210,1444.76,card_expired,Card expired,Request payment method update,0.1638,236.65,25.0,211.65,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8825,PAY_00720,899.43,card_expired,Card expired,Request payment method update,0.2631,236.64,25.0,211.64,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8826,PAY_00386,1129.93,card_expired,Card expired,Request payment method update,0.2094,236.61,25.0,211.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8827,PAY_06078,1022.26,card_expired,Card expired,Request payment method update,0.2312,236.35,25.0,211.35,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8828,PAY_07378,384.47,checkout_abandon,Checkout abandonment,Send payment link,0.5514,212.0,1.0,211.0,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8829,PAY_07293,2060.77,other,Other failure,Escalate for review,0.1144,235.75,25.0,210.75,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8830,PAY_05298,2396.97,other,Other failure,Escalate for review,0.0983,235.62,25.0,210.62,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8831,PAY_06354,1400.28,other,Other failure,Escalate for review,0.168,235.25,25.0,210.25,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8832,PAY_03054,2317.57,other,Other failure,Escalate for review,0.1015,235.23,25.0,210.23,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8833,PAY_06634,657.2,checkout_abandon,Checkout abandonment,Send payment link,0.3214,211.22,1.0,210.22,send_payment_link,send_payment_link,True,['All safety checks passed']
8834,PAY_05953,409.89,checkout_abandon,Checkout abandonment,Send payment link,0.5149,211.05,1.0,210.05,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
