event_id,amount,failure_code,customer_tenure_months,past_successful_payments,past_failed_payments,checkout_funnel_depth,time_since_failure,label_recovered
PAY_08526,1807.71,insufficient_funds,15,8,2,0,40.73,1
PAY_08527,2370.51,checkout_abandon,30,5,1,3,9.78,1
PAY_08528,29716.69,insufficient_funds,12,10,0,0,36.73,0
PAY_08529,2057.58,mandate_expired,3,6,1,0,11.07,1
PAY_08530,4359.89,gateway_timeout,26,15,2,0,2.95,1
PAY_08531,4771.21,gateway_timeout,43,14,1,0,0.18,1
PAY_08532,5194.98,checkout_abandon,15,4,1,5,29.29,1
PAY_08533,3339.36,insufficient_funds,17,10,1,0,51.52,1
PAY_08534,3034.76,other,41,15,3,0,6.0,0
PAY_08535,2763.85,mandate_expired,57,15,2,0,9.62,1
PAY_08536,1405.36,other,32,9,0,0,1.92,0
PAY_08537,3461.87,checkout_abandon,34,6,1,1,17.09,0
PAY_08538,19009.46,gateway_timeout,50,7,2,0,4.55,0
PAY_08539,8389.43,insufficient_funds,4,8,1,0,4.02,0
PAY_08540,3387.89,checkout_abandon,59,8,3,2,12.01,0
PAY_08541,5883.32,checkout_abandon,29,7,3,4,0.17,0
PAY_08542,1048.24,gateway_timeout,23,7,1,0,8.49,0
PAY_08543,1926.64,insufficient_funds,38,7,0,0,6.93,1
PAY_08544,6450.39,gateway_timeout,55,13,1,0,5.55,1
PAY_08545,11061.36,insufficient_funds,57,10,1,0,4.35,1
PAY_08546,1156.53,gateway_timeout,47,7,2,0,11.16,1
PAY_08547,1541.42,checkout_abandon,30,4,1,4,21.17,0
PAY_08548,22146.21,other,9,5,3,0,5.06,0
PAY_08549,2752.62,insufficient_funds,12,6,4,0,23.04,0
PAY_08550,15481.61,insufficient_funds,51,11,1,0,60.1,0
PAY_08551,3074.52,gateway_timeout,8,12,1,0,20.15,1
PAY_08552,3197.83,insufficient_funds,29,8,0,0,8.9,1
PAY_08553,1841.9,mandate_expired,25,12,1,0,11.62,1
PAY_08554,6416.33,insufficient_funds,43,7,2,0,14.46,1
PAY_08555,9718.86,other,21,5,2,0,6.98,0
PAY_08556,888.06,card_expired,43,9,2,0,3.96,1
PAY_08557,1757.41,checkout_abandon,31,17,1,5,8.45,1
PAY_08558,6242.43,other,54,7,2,0,18.81,0
PAY_08559,2196.23,checkout_abandon,12,5,3,3,23.78,1
PAY_08560,1526.39,other,46,6,1,0,38.21,0
PAY_08561,6860.86,gateway_timeout,44,10,1,0,24.92,1
PAY_08562,7536.39,other,50,7,3,0,9.2,0
PAY_08563,1594.64,insufficient_funds,30,7,1,0,5.25,1
PAY_08564,3091.5,gateway_timeout,20,7,1,0,9.63,1
PAY_08565,746.63,other,32,12,3,0,5.28,0
PAY_08566,1021.03,gateway_timeout,59,7,4,0,2.96,1
PAY_08567,2830.51,insufficient_funds,12,10,1,0,12.32,1
PAY_08568,2579.76,insufficient_funds,40,14,2,0,20.8,1
PAY_08569,950.67,insufficient_funds,14,7,4,0,0.91,0
PAY_08570,1221.79,gateway_timeout,47,7,6,0,2.45,1
PAY_08571,861.78,gateway_timeout,26,8,5,0,33.77,0
PAY_08572,3940.67,checkout_abandon,52,8,3,2,0.44,0
PAY_08573,349.47,card_expired,10,11,5,0,7.79,0
PAY_08574,909.11,insufficient_funds,8,3,3,0,41.43,0
PAY_08575,388.04,card_expired,58,3,0,0,10.57,0
PAY_08576,3801.18,checkout_abandon,21,9,1,3,17.59,1
PAY_08577,412.12,card_expired,6,9,1,0,1.74,0
PAY_08578,2580.59,card_expired,51,16,1,0,3.52,1
PAY_08579,12881.79,other,25,9,1,0,1.73,0
PAY_08580,13326.1,insufficient_funds,56,16,2,0,1.45,1
PAY_08581,410.81,checkout_abandon,27,7,1,3,0.85,1
PAY_08582,3369.28,other,46,6,3,0,4.92,0
PAY_08583,929.9,mandate_expired,35,10,1,0,7.12,1
PAY_08584,758.17,insufficient_funds,29,6,0,0,12.85,0
PAY_08585,2231.83,checkout_abandon,30,9,2,4,6.3,1
PAY_08586,8538.47,card_expired,16,9,2,0,3.25,1
PAY_08587,4553.74,gateway_timeout,45,8,3,0,16.63,0
PAY_08588,1222.81,mandate_expired,32,10,0,0,0.14,0
PAY_08589,5059.79,card_expired,1,12,2,0,10.67,0
PAY_08590,265.16,checkout_abandon,24,9,3,5,5.3,0
PAY_08591,1177.44,insufficient_funds,25,9,4,0,19.09,1
PAY_08592,1096.8,checkout_abandon,54,5,3,3,0.58,1
PAY_08593,2703.67,checkout_abandon,26,11,2,1,16.51,0
PAY_08594,2041.05,gateway_timeout,35,4,1,0,12.96,1
PAY_08595,2170.2,mandate_expired,5,12,2,0,26.3,1
PAY_08596,2099.23,gateway_timeout,24,9,5,0,8.8,1
PAY_08597,2556.65,other,18,7,3,0,8.0,0
PAY_08598,4290.58,card_expired,30,14,3,0,2.79,0
PAY_08599,2902.64,card_expired,54,7,3,0,12.04,0
PAY_08600,1881.25,checkout_abandon,57,2,4,5,1.25,1
PAY_08601,3736.09,insufficient_funds,18,9,4,0,5.25,1
PAY_08602,5711.11,mandate_expired,37,7,5,0,5.7,0
PAY_08603,1433.71,insufficient_funds,58,5,0,0,15.81,1
PAY_08604,2355.82,checkout_abandon,14,8,3,5,10.8,1
PAY_08605,7990.05,insufficient_funds,27,14,4,0,17.0,1
PAY_08606,829.88,checkout_abandon,31,10,1,1,24.05,1
PAY_08607,15195.4,mandate_expired,1,3,1,0,18.75,0
PAY_08608,655.17,gateway_timeout,28,13,0,0,7.95,1
PAY_08609,1769.91,gateway_timeout,8,11,2,0,1.05,1
PAY_08610,966.67,insufficient_funds,19,6,7,0,4.52,1
PAY_08611,22291.77,gateway_timeout,7,4,3,0,21.11,0
PAY_08612,1511.26,gateway_timeout,45,10,1,0,25.2,1
PAY_08613,1515.05,card_expired,51,13,3,0,2.28,1
PAY_08614,1725.54,other,17,8,1,0,10.19,0
PAY_08615,2750.8,other,3,11,1,0,4.81,0
PAY_08616,1800.11,insufficient_funds,30,7,3,0,10.63,1
PAY_08617,2188.91,gateway_timeout,7,14,1,0,25.34,1
PAY_08618,100.0,checkout_abandon,27,10,1,1,10.26,0
PAY_08619,2647.06,mandate_expired,33,9,1,0,8.04,0
PAY_08620,2544.92,mandate_expired,29,10,0,0,1.86,1
PAY_08621,7062.93,card_expired,32,11,3,0,8.85,1
PAY_08622,9256.74,checkout_abandon,35,3,2,4,11.58,1
PAY_08623,2072.14,checkout_abandon,10,6,3,3,11.56,0
PAY_08624,5654.89,other,41,9,0,0,1.24,0
PAY_08625,830.87,insufficient_funds,41,8,1,0,5.93,1
PAY_08626,5385.08,card_expired,9,9,2,0,43.18,0
PAY_08627,1410.32,mandate_expired,27,8,2,0,33.25,0
PAY_08628,764.6,insufficient_funds,18,9,3,0,4.44,0
PAY_08629,2076.54,other,24,14,5,0,9.24,0
PAY_08630,10142.79,card_expired,47,6,4,0,9.55,1
PAY_08631,2996.05,card_expired,36,5,0,0,9.36,0
PAY_08632,11164.94,insufficient_funds,55,7,2,0,8.93,1
PAY_08633,1182.41,insufficient_funds,35,11,1,0,1.06,1
PAY_08634,7128.79,mandate_expired,3,7,5,0,14.27,1
PAY_08635,1302.3,insufficient_funds,43,3,2,0,17.6,1
PAY_08636,3131.84,insufficient_funds,5,13,4,0,8.42,0
PAY_08637,3104.88,gateway_timeout,21,5,1,0,3.62,1
PAY_08638,4844.2,insufficient_funds,57,9,3,0,10.57,1
PAY_08639,3212.44,mandate_expired,60,5,5,0,30.8,1
PAY_08640,1193.76,checkout_abandon,9,12,0,1,1.42,0
PAY_08641,6029.1,insufficient_funds,60,8,2,0,12.33,1
PAY_08642,14125.01,checkout_abandon,59,4,1,5,0.47,0
PAY_08643,1394.43,insufficient_funds,53,9,1,0,4.74,1
PAY_08644,398.94,insufficient_funds,50,12,0,0,24.52,1
PAY_08645,4119.0,checkout_abandon,5,9,2,2,5.6,1
PAY_08646,1795.19,checkout_abandon,8,12,3,2,4.94,0
PAY_08647,2192.82,gateway_timeout,37,9,1,0,0.1,1
PAY_08648,4359.98,checkout_abandon,7,9,0,1,21.04,0
PAY_08649,1583.91,gateway_timeout,16,8,2,0,6.66,1
PAY_08650,1910.64,checkout_abandon,59,6,2,1,5.71,0
PAY_08651,2261.82,gateway_timeout,55,9,3,0,4.15,1
PAY_08652,10870.41,mandate_expired,16,6,0,0,12.17,0
PAY_08653,2576.32,checkout_abandon,33,7,3,1,33.6,0
PAY_08654,726.6,insufficient_funds,33,10,2,0,13.38,1
PAY_08655,756.1,mandate_expired,16,7,1,0,0.23,1
PAY_08656,2873.47,card_expired,15,7,4,0,8.47,0
PAY_08657,808.05,insufficient_funds,27,8,4,0,32.43,1
PAY_08658,524.13,checkout_abandon,37,5,3,3,0.7,0
PAY_08659,4720.08,card_expired,49,10,2,0,13.96,0
PAY_08660,4956.94,insufficient_funds,51,7,3,0,4.66,1
PAY_08661,1730.06,other,2,4,2,0,12.66,0
PAY_08662,3353.32,gateway_timeout,40,11,5,0,2.67,1
PAY_08663,3017.45,mandate_expired,37,10,1,0,6.75,1
PAY_08664,4566.33,other,3,10,2,0,23.7,0
PAY_08665,4576.99,other,51,3,2,0,0.67,0
PAY_08666,184.61,checkout_abandon,36,9,0,2,29.89,0
PAY_08667,1965.59,mandate_expired,44,10,2,0,5.57,0
PAY_08668,4196.27,gateway_timeout,40,3,2,0,15.95,1
PAY_08669,1658.37,gateway_timeout,21,9,2,0,3.36,1
PAY_08670,2592.16,card_expired,13,4,3,0,12.58,0
PAY_08671,5296.21,gateway_timeout,23,10,1,0,14.65,0
PAY_08672,2710.72,card_expired,46,5,2,0,19.15,0
PAY_08673,11293.31,insufficient_funds,39,6,1,0,26.95,1
PAY_08674,7715.85,insufficient_funds,38,11,1,0,2.72,0
PAY_08675,2220.49,insufficient_funds,8,11,2,0,0.67,0
PAY_08676,2050.83,checkout_abandon,1,7,1,2,0.1,0
PAY_08677,144.56,insufficient_funds,41,7,0,0,6.41,1
PAY_08678,1803.61,gateway_timeout,58,9,2,0,24.27,1
PAY_08679,645.99,other,22,9,1,0,0.1,0
PAY_08680,3119.02,card_expired,27,6,5,0,3.63,0
PAY_08681,2912.94,card_expired,58,7,0,0,1.55,0
PAY_08682,5013.56,insufficient_funds,14,10,1,0,3.89,0
PAY_08683,10104.3,gateway_timeout,32,10,2,0,1.03,1
PAY_08684,2435.18,mandate_expired,6,12,2,0,6.34,1
PAY_08685,24451.88,insufficient_funds,16,8,1,0,13.47,1
PAY_08686,3154.22,gateway_timeout,23,8,2,0,9.15,1
PAY_08687,674.4,other,42,13,1,0,0.92,0
PAY_08688,1425.07,insufficient_funds,19,6,1,0,20.74,1
PAY_08689,1722.1,other,28,9,2,0,10.84,0
PAY_08690,4519.57,insufficient_funds,18,14,3,0,2.3,1
PAY_08691,969.52,insufficient_funds,9,7,3,0,0.1,0
PAY_08692,1855.8,insufficient_funds,48,12,0,0,12.51,1
PAY_08693,2128.14,other,41,8,1,0,17.34,0
PAY_08694,1597.07,checkout_abandon,39,2,3,5,19.27,0
PAY_08695,5627.73,card_expired,35,6,3,0,6.68,0
PAY_08696,4747.47,gateway_timeout,8,7,5,0,22.24,0
PAY_08697,8027.38,other,31,11,2,0,5.86,1
PAY_08698,1795.47,checkout_abandon,43,16,5,5,5.32,0
PAY_08699,8321.3,checkout_abandon,30,6,2,4,4.79,1
PAY_08700,639.09,card_expired,44,10,2,0,5.2,0
PAY_08701,623.7,card_expired,20,6,2,0,8.35,0
PAY_08702,742.66,mandate_expired,31,3,0,0,11.38,0
PAY_08703,2523.14,insufficient_funds,23,4,2,0,7.21,1
PAY_08704,8320.05,card_expired,60,9,0,0,5.73,0
PAY_08705,1369.09,gateway_timeout,11,4,1,0,7.4,0
PAY_08706,1552.08,other,18,3,3,0,0.92,1
PAY_08707,2014.3,gateway_timeout,41,3,3,0,20.69,1
PAY_08708,4433.19,insufficient_funds,4,11,2,0,4.54,1
PAY_08709,1550.64,gateway_timeout,31,13,1,0,6.83,1
PAY_08710,1466.49,checkout_abandon,2,7,2,1,6.07,0
PAY_08711,651.09,gateway_timeout,32,5,1,0,19.98,1
PAY_08712,1411.38,card_expired,20,9,1,0,17.61,0
PAY_08713,8115.31,mandate_expired,12,9,0,0,8.09,1
PAY_08714,2737.97,insufficient_funds,30,10,2,0,8.64,0
PAY_08715,1192.96,checkout_abandon,20,5,3,2,11.47,1
PAY_08716,8605.79,card_expired,5,8,0,0,2.61,1
PAY_08717,1392.47,other,32,7,3,0,0.88,0
PAY_08718,10342.34,gateway_timeout,34,6,2,0,8.05,1
PAY_08719,10174.63,other,40,9,1,0,18.87,0
PAY_08720,2644.02,insufficient_funds,55,8,1,0,18.66,1
PAY_08721,558.64,mandate_expired,43,9,1,0,11.77,0
PAY_08722,24675.02,card_expired,48,11,0,0,11.32,0
PAY_08723,3682.41,gateway_timeout,39,6,3,0,18.3,1
PAY_08724,1808.33,insufficient_funds,41,9,2,0,18.31,0
PAY_08725,6504.01,mandate_expired,48,8,2,0,7.52,1
PAY_08726,5045.99,gateway_timeout,40,11,2,0,18.51,1
PAY_08727,9274.13,insufficient_funds,31,5,5,0,4.29,0
PAY_08728,1289.1,insufficient_funds,44,10,1,0,4.8,1
PAY_08729,3437.57,card_expired,58,6,1,0,33.47,0
PAY_08730,763.7,insufficient_funds,30,10,1,0,7.47,1
PAY_08731,4867.72,checkout_abandon,14,13,0,3,5.52,1
PAY_08732,2443.29,other,25,9,2,0,11.58,0
PAY_08733,3311.16,card_expired,1,8,1,0,4.82,0
PAY_08734,2159.64,checkout_abandon,19,10,3,4,0.1,1
PAY_08735,1945.08,checkout_abandon,54,6,2,2,4.54,0
PAY_08736,1049.23,insufficient_funds,6,4,1,0,18.73,0
PAY_08737,5510.86,gateway_timeout,54,11,0,0,20.23,1
PAY_08738,11089.46,insufficient_funds,34,7,2,0,0.56,0
PAY_08739,1432.79,insufficient_funds,20,9,0,0,15.42,0
PAY_08740,4348.5,insufficient_funds,29,10,1,0,33.91,1
PAY_08741,3851.54,checkout_abandon,53,1,1,3,11.69,0
PAY_08742,2520.33,insufficient_funds,8,6,3,0,9.36,0
PAY_08743,543.19,insufficient_funds,34,9,2,0,2.95,1
PAY_08744,680.24,card_expired,17,7,1,0,20.83,0
PAY_08745,1144.89,insufficient_funds,33,8,4,0,14.25,0
PAY_08746,294.43,mandate_expired,48,8,0,0,16.21,1
PAY_08747,10219.74,gateway_timeout,56,4,2,0,4.6,1
PAY_08748,3611.03,checkout_abandon,16,7,2,4,4.92,1
PAY_08749,2426.21,insufficient_funds,40,9,4,0,10.39,1
PAY_08750,279.73,insufficient_funds,26,9,1,0,11.26,1
PAY_08751,403.5,card_expired,31,6,1,0,4.75,0
PAY_08752,2494.15,checkout_abandon,10,1,1,5,4.17,0
PAY_08753,17935.48,insufficient_funds,52,9,3,0,11.64,1
PAY_08754,1243.15,gateway_timeout,11,11,3,0,0.1,0
PAY_08755,5930.38,checkout_abandon,3,10,1,2,9.99,1
PAY_08756,1547.11,insufficient_funds,46,3,1,0,7.78,1
PAY_08757,2641.98,checkout_abandon,25,4,1,3,23.27,0
PAY_08758,8423.07,checkout_abandon,5,12,2,5,15.53,0
PAY_08759,1768.87,checkout_abandon,41,9,0,3,3.77,1
PAY_08760,1253.81,card_expired,18,6,2,0,0.93,0
PAY_08761,10322.86,gateway_timeout,59,10,3,0,8.72,1
PAY_08762,2616.53,other,59,10,4,0,10.76,0
PAY_08763,7444.65,checkout_abandon,34,6,1,3,1.06,0
PAY_08764,1259.91,checkout_abandon,29,8,2,5,2.09,0
PAY_08765,10205.89,mandate_expired,27,3,1,0,9.95,1
PAY_08766,3286.81,checkout_abandon,37,8,2,2,8.38,1
PAY_08767,3861.59,insufficient_funds,55,9,3,0,2.39,0
PAY_08768,2851.71,other,39,8,0,0,30.81,0
PAY_08769,1508.05,other,6,2,1,0,17.23,1
PAY_08770,2495.8,gateway_timeout,12,7,4,0,25.91,1
PAY_08771,1605.93,checkout_abandon,38,20,1,4,4.1,1
PAY_08772,6526.28,card_expired,23,9,2,0,3.87,0
PAY_08773,2040.58,other,29,14,3,0,3.73,1
PAY_08774,559.78,checkout_abandon,25,7,0,1,5.2,0
PAY_08775,466.2,insufficient_funds,36,8,0,0,3.0,0
PAY_08776,444.67,mandate_expired,14,5,2,0,12.68,1
PAY_08777,4637.9,insufficient_funds,5,5,3,0,2.78,0
PAY_08778,790.4,mandate_expired,15,10,0,0,13.48,1
PAY_08779,3374.94,checkout_abandon,41,8,2,3,6.56,1
PAY_08780,2865.85,mandate_expired,37,8,1,0,7.44,1
PAY_08781,2343.35,insufficient_funds,49,6,1,0,7.65,0
PAY_08782,3875.58,checkout_abandon,7,8,1,2,4.68,0
PAY_08783,2928.8,checkout_abandon,9,12,4,1,4.86,1
PAY_08784,166.39,gateway_timeout,8,7,1,0,6.76,1
PAY_08785,1808.8,insufficient_funds,34,9,0,0,11.2,1
PAY_08786,3824.37,insufficient_funds,35,7,3,0,10.6,0
PAY_08787,12891.57,card_expired,10,7,1,0,2.85,0
PAY_08788,13500.79,checkout_abandon,27,9,5,4,14.58,0
PAY_08789,639.63,mandate_expired,4,11,2,0,0.46,1
PAY_08790,1762.2,checkout_abandon,37,5,1,4,6.12,1
PAY_08791,522.14,card_expired,35,8,3,0,4.14,1
PAY_08792,11429.25,checkout_abandon,2,6,6,2,14.29,0
PAY_08793,6883.64,insufficient_funds,6,8,2,0,8.45,1
PAY_08794,3549.76,insufficient_funds,43,7,1,0,6.21,1
PAY_08795,2951.71,insufficient_funds,54,9,2,0,1.82,1
PAY_08796,9943.53,card_expired,51,10,3,0,34.32,0
PAY_08797,8394.83,mandate_expired,35,9,0,0,5.13,1
PAY_08798,7959.26,card_expired,32,4,0,0,1.24,0
PAY_08799,3947.06,mandate_expired,49,10,3,0,17.75,1
PAY_08800,1763.08,card_expired,51,12,1,0,11.14,1
PAY_08801,5383.91,other,55,6,1,0,11.47,0
PAY_08802,5653.83,mandate_expired,24,9,5,0,13.44,0
PAY_08803,2066.08,gateway_timeout,29,10,1,0,13.14,1
PAY_08804,1759.52,insufficient_funds,5,13,1,0,47.52,0
PAY_08805,7764.83,checkout_abandon,11,9,3,4,1.37,0
PAY_08806,13202.51,card_expired,23,10,2,0,10.19,0
PAY_08807,1181.63,checkout_abandon,49,3,1,3,25.38,1
PAY_08808,1921.13,gateway_timeout,27,5,3,0,4.53,1
PAY_08809,3550.98,mandate_expired,36,7,2,0,21.28,1
PAY_08810,4066.94,gateway_timeout,52,11,2,0,1.76,1
PAY_08811,1482.79,gateway_timeout,29,10,2,0,28.76,0
PAY_08812,16441.54,card_expired,21,8,1,0,4.42,0
PAY_08813,3812.88,checkout_abandon,44,8,1,1,4.98,0
PAY_08814,4253.21,gateway_timeout,19,14,3,0,8.67,1
PAY_08815,14514.89,gateway_timeout,24,7,1,0,28.63,1
PAY_08816,1595.57,checkout_abandon,54,9,3,1,27.36,0
PAY_08817,2288.41,gateway_timeout,27,9,4,0,8.62,1
PAY_08818,713.89,insufficient_funds,16,1,2,0,5.18,0
PAY_08819,2104.21,checkout_abandon,51,11,2,1,7.54,1
PAY_08820,564.04,mandate_expired,39,10,2,0,0.76,1
PAY_08821,5281.13,insufficient_funds,47,8,0,0,5.48,0
PAY_08822,3804.89,checkout_abandon,20,7,2,5,29.9,0
PAY_08823,1895.0,checkout_abandon,47,7,0,1,2.05,1
PAY_08824,2261.14,gateway_timeout,58,8,2,0,3.66,1
PAY_08825,5353.54,gateway_timeout,10,10,1,0,0.96,1
PAY_08826,802.92,gateway_timeout,12,13,4,0,6.5,0
PAY_08827,3066.26,gateway_timeout,34,5,0,0,1.53,1
PAY_08828,5031.91,card_expired,44,11,2,0,3.44,0
PAY_08829,420.64,checkout_abandon,1,8,0,5,12.59,1
PAY_08830,4959.12,other,34,7,2,0,2.66,0
PAY_08831,468.71,gateway_timeout,8,7,1,0,8.53,1
PAY_08832,2222.64,mandate_expired,59,9,0,0,3.87,0
PAY_08833,781.06,checkout_abandon,44,6,1,1,39.56,0
PAY_08834,10459.78,card_expired,60,8,3,0,3.08,1
PAY_08835,785.97,other,14,13,3,0,10.68,0
PAY_08836,480.03,checkout_abandon,48,6,0,4,0.89,1
PAY_08837,2856.63,checkout_abandon,23,9,2,5,30.22,1
PAY_08838,1652.99,other,7,9,5,0,3.84,0
PAY_08839,555.26,other,29,9,2,0,0.47,0
PAY_08840,4229.59,other,29,8,0,0,40.51,0
PAY_08841,341.23,insufficient_funds,31,13,6,0,16.84,1
PAY_08842,886.96,insufficient_funds,52,9,3,0,1.04,1
PAY_08843,1406.46,gateway_timeout,17,13,3,0,19.63,1
PAY_08844,5576.23,mandate_expired,39,9,3,0,5.12,1
PAY_08845,9131.77,insufficient_funds,12,4,2,0,53.08,0
PAY_08846,7531.34,gateway_timeout,53,8,2,0,8.89,0
PAY_08847,2144.74,checkout_abandon,28,8,5,3,1.9,1
PAY_08848,220.69,insufficient_funds,48,9,2,0,8.11,1
PAY_08849,3695.6,mandate_expired,17,2,2,0,1.12,0
PAY_08850,10879.33,insufficient_funds,19,9,2,0,10.81,0
PAY_08851,8585.55,card_expired,59,8,2,0,10.61,1
PAY_08852,3971.88,gateway_timeout,12,10,2,0,20.03,1
PAY_08853,760.93,checkout_abandon,34,10,3,3,3.07,1
PAY_08854,1478.43,checkout_abandon,20,2,0,2,7.73,0
PAY_08855,17289.6,gateway_timeout,24,8,2,0,10.96,1
PAY_08856,606.26,gateway_timeout,42,8,1,0,5.74,1
PAY_08857,793.3,card_expired,47,6,1,0,8.75,0
PAY_08858,6416.3,checkout_abandon,29,8,1,3,33.97,0
PAY_08859,1624.39,insufficient_funds,39,8,2,0,29.27,0
PAY_08860,766.85,mandate_expired,3,12,1,0,17.1,1
PAY_08861,11522.04,insufficient_funds,15,7,1,0,25.3,0
PAY_08862,3964.37,checkout_abandon,45,6,0,1,25.6,1
PAY_08863,1706.58,checkout_abandon,40,8,1,5,0.53,0
PAY_08864,794.94,checkout_abandon,3,7,3,1,8.95,0
PAY_08865,19369.45,insufficient_funds,54,7,2,0,5.36,0
PAY_08866,2439.61,gateway_timeout,25,8,4,0,3.31,1
PAY_08867,10110.95,insufficient_funds,19,3,2,0,5.56,1
PAY_08868,6109.98,gateway_timeout,28,8,3,0,22.77,0
PAY_08869,1484.96,checkout_abandon,24,5,2,3,3.25,0
PAY_08870,1496.83,mandate_expired,31,7,3,0,27.91,1
PAY_08871,10618.58,insufficient_funds,10,4,2,0,0.64,1
PAY_08872,10792.03,insufficient_funds,9,8,2,0,12.92,1
PAY_08873,382.65,mandate_expired,60,7,3,0,2.32,1
PAY_08874,4332.18,checkout_abandon,45,3,2,4,6.08,0
PAY_08875,2214.61,card_expired,22,6,3,0,3.89,0
PAY_08876,889.56,insufficient_funds,51,7,6,0,9.12,0
PAY_08877,3247.99,insufficient_funds,48,12,2,0,24.41,1
PAY_08878,648.36,gateway_timeout,42,4,2,0,20.22,1
PAY_08879,1568.05,mandate_expired,44,7,1,0,0.92,1
PAY_08880,1125.04,checkout_abandon,58,11,1,3,12.87,0
PAY_08881,1516.64,insufficient_funds,51,0,0,0,25.73,1
PAY_08882,2327.54,insufficient_funds,16,8,0,0,7.03,1
PAY_08883,905.49,mandate_expired,44,12,4,0,3.47,0
PAY_08884,12054.88,gateway_timeout,10,5,3,0,1.24,0
PAY_08885,4094.21,mandate_expired,31,6,4,0,25.88,0
PAY_08886,15042.11,gateway_timeout,5,8,3,0,5.99,1
PAY_08887,2130.19,gateway_timeout,11,4,0,0,17.52,1
PAY_08888,1444.12,insufficient_funds,44,11,3,0,3.23,1
PAY_08889,14508.09,other,23,8,2,0,16.74,1
PAY_08890,1402.46,insufficient_funds,10,8,1,0,0.4,1
PAY_08891,2091.75,insufficient_funds,59,11,0,0,6.03,1
PAY_08892,5136.33,card_expired,57,10,3,0,11.97,0
PAY_08893,725.11,insufficient_funds,14,7,1,0,4.99,1
PAY_08894,5091.57,gateway_timeout,36,7,3,0,16.78,1
PAY_08895,4480.07,gateway_timeout,18,7,0,0,0.57,1
PAY_08896,8896.13,mandate_expired,49,11,3,0,1.02,0
PAY_08897,6088.1,gateway_timeout,42,8,3,0,8.85,1
PAY_08898,9173.04,card_expired,27,4,1,0,8.2,0
PAY_08899,2238.64,mandate_expired,56,9,1,0,33.24,0
PAY_08900,1055.08,checkout_abandon,45,16,1,2,1.99,1
PAY_08901,20620.3,insufficient_funds,10,11,2,0,1.43,1
PAY_08902,543.13,card_expired,27,7,2,0,0.23,0
PAY_08903,600.36,card_expired,50,5,2,0,3.71,1
PAY_08904,4399.18,card_expired,33,9,1,0,39.51,0
PAY_08905,12695.87,insufficient_funds,6,9,6,0,9.35,1
PAY_08906,3021.77,mandate_expired,47,7,2,0,5.46,1
PAY_08907,6790.97,mandate_expired,29,12,1,0,18.85,1
PAY_08908,339.76,other,15,11,4,0,0.36,0
PAY_08909,1517.02,gateway_timeout,49,7,1,0,5.3,1
PAY_08910,383.79,card_expired,54,4,3,0,0.1,0
PAY_08911,5455.92,mandate_expired,36,10,3,0,24.41,0
PAY_08912,532.09,other,43,5,4,0,26.77,0
PAY_08913,696.61,mandate_expired,15,8,1,0,10.85,0
PAY_08914,4180.02,card_expired,45,5,1,0,20.83,0
PAY_08915,7229.1,gateway_timeout,55,7,0,0,13.4,0
PAY_08916,2132.56,insufficient_funds,15,10,2,0,2.6,1
PAY_08917,4421.43,gateway_timeout,57,15,1,0,14.14,1
PAY_08918,4280.54,card_expired,6,7,1,0,0.36,0
PAY_08919,2015.49,insufficient_funds,27,9,0,0,22.0,1
PAY_08920,836.6,mandate_expired,5,6,0,0,5.86,0
PAY_08921,4398.14,other,27,11,1,0,49.17,0
PAY_08922,4615.34,other,39,8,3,0,17.52,0
PAY_08923,6112.37,mandate_expired,53,6,1,0,1.62,0
PAY_08924,3415.61,card_expired,10,6,1,0,8.27,0
PAY_08925,777.08,insufficient_funds,54,9,1,0,5.55,0
PAY_08926,4985.98,checkout_abandon,60,6,0,4,3.52,1
PAY_08927,2496.55,checkout_abandon,4,8,0,4,72.0,1
PAY_08928,1542.73,card_expired,58,8,2,0,2.69,0
PAY_08929,1862.01,gateway_timeout,55,11,3,0,0.1,1
PAY_08930,1253.62,insufficient_funds,2,12,0,0,6.75,0
PAY_08931,6080.79,mandate_expired,4,4,1,0,8.28,1
PAY_08932,605.43,checkout_abandon,44,6,1,2,1.33,0
PAY_08933,925.71,card_expired,26,4,4,0,13.26,0
PAY_08934,1799.52,checkout_abandon,16,10,3,5,6.37,0
PAY_08935,12554.03,card_expired,25,6,2,0,4.51,1
PAY_08936,7174.77,checkout_abandon,21,7,4,1,1.46,1
PAY_08937,484.54,card_expired,59,3,1,0,13.36,0
PAY_08938,9656.56,mandate_expired,15,10,3,0,12.59,1
PAY_08939,9637.97,gateway_timeout,6,7,5,0,4.27,1
PAY_08940,772.81,gateway_timeout,50,10,2,0,16.06,1
PAY_08941,200.86,other,51,9,2,0,9.49,0
PAY_08942,2325.81,insufficient_funds,54,10,3,0,5.28,1
PAY_08943,7680.73,mandate_expired,59,10,3,0,30.87,1
PAY_08944,12274.85,insufficient_funds,3,9,1,0,61.83,1
PAY_08945,1046.51,card_expired,47,11,0,0,6.25,1
PAY_08946,14415.01,insufficient_funds,17,12,1,0,20.37,1
PAY_08947,269.38,checkout_abandon,26,9,1,1,22.16,1
PAY_08948,1730.21,checkout_abandon,27,11,1,5,24.17,1
PAY_08949,1647.21,insufficient_funds,60,8,5,0,2.82,1
PAY_08950,7913.96,checkout_abandon,32,4,4,5,0.68,1
PAY_08951,9157.68,other,14,5,1,0,28.75,0
